,dependency_anomalies_40_vowels_2,dependency_anomalies_40_vowels_1,dependency_anomalies_40_vowels_3,dependency_anomalies_47_yeast_2,dependency_anomalies_47_yeast_3,dependency_anomalies_47_yeast_1,dependency_anomalies_20_letter_2,dependency_anomalies_20_letter_1,dependency_anomalies_20_letter_3,dependency_anomalies_6_cardio_1,dependency_anomalies_6_cardio_3,dependency_anomalies_6_cardio_2,dependency_anomalies_12_fault_1,dependency_anomalies_12_fault_3,dependency_anomalies_12_fault_2,dependency_anomalies_7_Cardiotocography_2,dependency_anomalies_7_Cardiotocography_1,dependency_anomalies_7_Cardiotocography_3,dependency_anomalies_35_SpamBase_2,dependency_anomalies_31_satimage-2_2,dependency_anomalies_30_satellite_1,dependency_anomalies_44_Wilt_2,dependency_anomalies_31_satimage-2_1,dependency_anomalies_33_skin_1,dependency_anomalies_32_shuttle_3,dependency_anomalies_32_shuttle_2,dependency_anomalies_31_satimage-2_3,dependency_anomalies_33_skin_3,dependency_anomalies_33_skin_2,dependency_anomalies_36_speech_3,dependency_anomalies_38_thyroid_2,dependency_anomalies_36_speech_1,dependency_anomalies_38_thyroid_3,dependency_anomalies_32_shuttle_1,dependency_anomalies_44_Wilt_3,dependency_anomalies_36_speech_2,dependency_anomalies_44_Wilt_1,dependency_anomalies_41_Waveform_2,dependency_anomalies_41_Waveform_1,dependency_anomalies_41_Waveform_3,dependency_anomalies_38_thyroid_1,dependency_anomalies_30_satellite_3,dependency_anomalies_1_ALOI_3,dependency_anomalies_25_musk_3,dependency_anomalies_2_annthyroid_1,dependency_anomalies_2_annthyroid_2,dependency_anomalies_1_ALOI_2,dependency_anomalies_2_annthyroid_3,dependency_anomalies_8_celeba_1,dependency_anomalies_10_cover_1,dependency_anomalies_8_celeba_2,dependency_anomalies_10_cover_3,dependency_anomalies_10_cover_2,dependency_anomalies_11_donors_2,dependency_anomalies_5_campaign_1,dependency_anomalies_16_http_1,dependency_anomalies_30_satellite_2,dependency_anomalies_8_celeba_3,dependency_anomalies_19_landsat_2,dependency_anomalies_19_landsat_1,dependency_anomalies_22_magic.gamma_1,dependency_anomalies_22_magic.gamma_2,dependency_anomalies_23_mammography_1,dependency_anomalies_22_magic.gamma_3,dependency_anomalies_23_mammography_2,dependency_anomalies_23_mammography_3,dependency_anomalies_25_musk_1,dependency_anomalies_27_PageBlocks_3,dependency_anomalies_28_pendigits_3,dependency_anomalies_25_musk_2,dependency_anomalies_19_landsat_3,dependency_anomalies_28_pendigits_1
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,1.5174126625061035,,1.7376980781555176,,,,1.6644506454467773,,1.9404678344726562,,,2.214751958847046,,,,2.4456658363342285,,,,,,,3.6590332984924316,,3.631948232650757,3.7256720066070557,,4.076873540878296,,,3.7368016242980957,,3.716674566268921,,,,,3.664262294769287,,3.691781520843506,3.6770291328430176,3.6707570552825928,,,,3.732076406478882,,,,4.754079818725586,,,,,,3.7032811641693115,,,,,,3.7024075984954834,,3.711005687713623,,3.6857290267944336,3.6899185180664062,,4.889304876327515,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,2.563835382461548,,2.9232425689697266,,,,2.866591691970825,,3.3294270038604736,,,4.763295888900757,,,,4.253654479980469,,,,,,,6.224461317062378,,7.976841688156128,6.240691423416138,,8.006324768066406,,,7.833868026733398,,6.325916051864624,,,,,6.326691627502441,,6.309694290161133,6.318052768707275,7.999943017959595,,,,6.267240762710571,,,,7.936518907546997,,,,,,6.286555528640747,,,,,,6.2659478187561035,,6.283529043197632,,6.209100723266602,6.249757289886475,,8.16897177696228,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.9502518177032471,,1.0990514755249023,,,,1.351552963256836,,1.1979389190673828,,,1.7477760314941406,,,,1.4860353469848633,,,,,,,2.22527813911438,,2.554899215698242,2.234036445617676,,2.757812023162842,,,2.9765589237213135,,2.2379984855651855,,,,,2.7780072689056396,,2.2237279415130615,2.225270986557007,2.229247808456421,,,,2.249770402908325,,,,2.22027850151062,,,,,,2.60895037651062,,,,,,2.747345209121704,,2.2664971351623535,,2.9376871585845947,2.221433401107788,,2.9394936561584473,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,2.985511302947998,,3.4837050437927246,,,,4.506434202194214,,3.8239262104034424,,,5.846486330032349,,,,4.767218828201294,,,,,,,7.078924179077148,,7.297895431518555,6.970353126525879,,9.841211557388306,,,9.801939964294434,,7.258412837982178,,,,,7.294018745422363,,7.134337425231934,7.20517897605896,7.0975260734558105,,,,7.003951787948608,,,,6.91366171836853,,,,,,7.611534118652344,,,,,,7.265113353729248,,6.956617593765259,,7.15537691116333,7.393812417984009,,7.36415958404541,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,2.554732084274292,,3.0083608627319336,,,,2.914954662322998,,3.3734583854675293,,,3.8435776233673096,,,,4.26721978187561,,,,,,,8.357309103012085,,6.295236825942993,6.228348970413208,,6.236849546432495,,,6.354172945022583,,6.31293511390686,,,,,8.401306390762329,,6.367027521133423,6.371670961380005,8.365964651107788,,,,6.237385511398315,,,,6.170687198638916,,,,,,8.401993989944458,,,,,,8.528826236724854,,6.461499929428101,,6.182109594345093,6.508362293243408,,6.412719488143921,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,2.203176498413086,,2.5993270874023438,,,,2.477896213531494,,2.846691370010376,,,3.3167152404785156,,,,3.6211087703704834,,,,,,,5.255192756652832,,5.3304126262664795,5.358081102371216,,6.1082775592803955,,,5.452452898025513,,5.344237565994263,,,,,6.07797384262085,,5.525828838348389,5.522268533706665,7.3519203662872314,,,,5.3511271476745605,,,,7.212202072143555,,,,,,5.3549439907073975,,,,,,5.780115604400635,,5.644439458847046,,5.4948570728302,5.527044773101807,,5.564901351928711,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,1.9715797901153564,,2.286266326904297,,,,2.1661365032196045,,2.4685022830963135,,,2.7323226928710938,,,,3.32981276512146,,,,,,,5.750993490219116,,4.414721727371216,4.4740869998931885,,5.7934410572052,,,4.433894395828247,,5.724745273590088,,,,,5.445225238800049,,4.6044557094573975,4.412254333496094,5.549110651016235,,,,4.451881647109985,,,,5.786365985870361,,,,,,5.778778791427612,,,,,,5.817910194396973,,4.438797473907471,,4.412098407745361,4.506719350814819,,4.560537576675415,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,1.5151550769805908,,1.780998706817627,,,,1.69258451461792,,1.9301908016204834,,,2.185199499130249,,,,3.1516618728637695,,,,,,,4.672850847244263,,3.664346218109131,3.746969699859619,,4.754737615585327,,,3.755168914794922,,4.951345443725586,,,,,4.8981711864471436,,3.751417636871338,3.7392418384552,4.76445198059082,,,,3.711989641189575,,,,4.736336946487427,,,,,,3.673520803451538,,,,,,4.812370777130127,,3.7314324378967285,,3.668886184692383,3.7569150924682617,,3.747288227081299,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,2.918592691421509,,3.3084263801574707,,,,3.212178945541382,,3.814378261566162,,,4.119767665863037,,,,4.580476760864258,,,,,,,7.028326988220215,,7.083141565322876,7.099215745925903,,9.330607414245605,,,6.901512384414673,,9.69483757019043,,,,,6.921939134597778,,7.143651008605957,8.493174314498901,6.946321487426758,,,,6.885519742965698,,,,9.183754205703735,,,,,,7.070337533950806,,,,,,6.836958408355713,,7.075862169265747,,6.8398473262786865,7.229515552520752,,6.974715232849121,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,6.298648357391357,,6.605514049530029,,,,6.350934982299805,,8.67322587966919,,,8.185128450393677,,,,9.187072515487671,,,,,,,15.152753591537476,,15.168880224227905,15.227648258209229,,13.733915328979492,,,14.504928350448608,,16.43157434463501,,,,,13.62315583229065,,15.280517816543579,14.643474817276001,15.109687805175781,,,,13.675095558166504,,,,16.137568712234497,,,,,,13.776465892791748,,,,,,13.725788593292236,,15.20742416381836,,13.57646632194519,13.757624864578247,,14.074489831924438,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,1.4360246658325195,,1.4730403423309326,,,,1.4326515197753906,,1.6328308582305908,,,1.8419523239135742,,,,2.0483086109161377,,,,,,,3.231027841567993,,3.348093271255493,3.4670660495758057,,3.107154369354248,,,4.157595634460449,,4.337714672088623,,,,,3.0863587856292725,,3.4423327445983887,3.4269981384277344,3.442891836166382,,,,3.108335018157959,,,,3.9575469493865967,,,,,,3.0676934719085693,,,,,,4.208921670913696,,3.5015015602111816,,3.101778507232666,3.0840816497802734,,3.1011269092559814,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,2.501255512237549,,2.832975387573242,,,,2.760389566421509,,3.139633893966675,,,3.6069765090942383,,,,4.014427661895752,,,,,,,5.958924770355225,,5.913655042648315,6.087388038635254,,5.983522653579712,,,7.743570566177368,,8.154365062713623,,,,,5.939317464828491,,6.0509326457977295,7.661322355270386,6.058919429779053,,,,5.995792388916016,,,,7.646579265594482,,,,,,5.96574592590332,,,,,,7.713411092758179,,6.095912933349609,,5.963051795959473,6.067962169647217,,6.075295448303223,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,2.909259080886841,,3.2315728664398193,,,,3.1785309314727783,,3.93821120262146,,,4.169296026229858,,,,4.7235188484191895,,,,,,,6.8087921142578125,,6.8425047397613525,6.962010622024536,,6.881431579589844,,,9.217125177383423,,9.408493041992188,,,,,6.862195253372192,,7.102480173110962,8.36673903465271,6.974684476852417,,,,7.084954500198364,,,,9.109277963638306,,,,,,6.879614353179932,,,,,,6.941982269287109,,6.9046924114227295,,6.7844250202178955,6.842852830886841,,7.187804698944092,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,1.3000853061676025,,1.450484037399292,,,,1.3929505348205566,,1.5880987644195557,,,1.870178461074829,,,,2.6964528560638428,,,,,,,3.024073600769043,,3.0239927768707275,3.13959002494812,,3.025560140609741,,,4.176739931106567,,3.775799036026001,,,,,3.007087469100952,,3.110705852508545,3.596799373626709,3.119596004486084,,,,4.1840598583221436,,,,4.093771934509277,,,,,,4.108612775802612,,,,,,3.0227324962615967,,3.03426456451416,,3.003237009048462,3.02763032913208,,3.036186456680298,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,3.5205726623535156,,3.9652347564697266,,,,3.849024772644043,,4.371991872787476,,,4.924417734146118,,,,6.275296926498413,,,,,,,7.774861574172974,,9.128402948379517,7.924380779266357,,7.839254856109619,,,9.213696718215942,,7.911176919937134,,,,,7.803698301315308,,7.946764230728149,8.035028219223022,7.954430103302002,,,,9.198861598968506,,,,9.0981924533844,,,,,,9.195545434951782,,,,,,7.849867820739746,,7.818424224853516,,7.694238901138306,7.791949987411499,,7.918411731719971,
