,dependency_anomalies_40_vowels_2,dependency_anomalies_40_vowels_1,dependency_anomalies_40_vowels_3,dependency_anomalies_47_yeast_2,dependency_anomalies_47_yeast_3,dependency_anomalies_47_yeast_1,dependency_anomalies_20_letter_2,dependency_anomalies_20_letter_1,dependency_anomalies_20_letter_3,dependency_anomalies_6_cardio_1,dependency_anomalies_6_cardio_3,dependency_anomalies_6_cardio_2,dependency_anomalies_12_fault_1,dependency_anomalies_12_fault_3,dependency_anomalies_12_fault_2,dependency_anomalies_7_Cardiotocography_2,dependency_anomalies_7_Cardiotocography_1,dependency_anomalies_7_Cardiotocography_3,dependency_anomalies_35_SpamBase_2,dependency_anomalies_31_satimage-2_2,dependency_anomalies_30_satellite_1,dependency_anomalies_44_Wilt_2,dependency_anomalies_31_satimage-2_1,dependency_anomalies_33_skin_1,dependency_anomalies_32_shuttle_3,dependency_anomalies_32_shuttle_2,dependency_anomalies_31_satimage-2_3,dependency_anomalies_33_skin_3,dependency_anomalies_33_skin_2,dependency_anomalies_36_speech_3,dependency_anomalies_38_thyroid_2,dependency_anomalies_36_speech_1,dependency_anomalies_38_thyroid_3,dependency_anomalies_32_shuttle_1,dependency_anomalies_44_Wilt_3,dependency_anomalies_36_speech_2,dependency_anomalies_44_Wilt_1,dependency_anomalies_41_Waveform_2,dependency_anomalies_41_Waveform_1,dependency_anomalies_41_Waveform_3,dependency_anomalies_38_thyroid_1,dependency_anomalies_30_satellite_3,dependency_anomalies_1_ALOI_3,dependency_anomalies_25_musk_3,dependency_anomalies_2_annthyroid_1,dependency_anomalies_2_annthyroid_2,dependency_anomalies_1_ALOI_2,dependency_anomalies_2_annthyroid_3,dependency_anomalies_8_celeba_1,dependency_anomalies_10_cover_1,dependency_anomalies_8_celeba_2,dependency_anomalies_10_cover_3,dependency_anomalies_10_cover_2,dependency_anomalies_11_donors_2,dependency_anomalies_5_campaign_1,dependency_anomalies_16_http_1,dependency_anomalies_30_satellite_2,dependency_anomalies_8_celeba_3,dependency_anomalies_19_landsat_2,dependency_anomalies_19_landsat_1,dependency_anomalies_22_magic.gamma_1,dependency_anomalies_22_magic.gamma_2,dependency_anomalies_23_mammography_1,dependency_anomalies_22_magic.gamma_3,dependency_anomalies_23_mammography_2,dependency_anomalies_23_mammography_3,dependency_anomalies_25_musk_1,dependency_anomalies_27_PageBlocks_3,dependency_anomalies_28_pendigits_3,dependency_anomalies_25_musk_2,dependency_anomalies_19_landsat_3,dependency_anomalies_28_pendigits_1
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.7439633978043004,,0.7246703205196142,,,,0.856893920947975,,0.9036931710907424,,,0.6800155632258803,,,,0.6687532814541134,,,,,,,0.5564403287470525,,0.6453620567294706,0.7178760788443488,,0.7188690735102219,,,0.6369091824820861,,0.6554248986973742,,,,,0.8463025113893912,,0.8256983585540624,0.7505170440237174,0.8815571987820792,,,,0.6377802705982006,,,,0.5994135894324764,,,,,,0.9157725326801126,,,,,,0.6256979006890868,,0.6871299878665781,,0.6560323710537763,0.803944506764955,,0.7881776973970376,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.4828543111992072,,0.3175097276264591,,,,0.4095495495495496,,0.41329661683713614,,,0.32744807121661723,,,,0.42314499659632404,,,,,,,0.4626315789473684,,0.46057416267942586,0.526555023923445,,0.4489952153110048,,,0.47526315789473683,,0.4788038277511962,,,,,0.4731100478468899,,0.37688995215311005,0.4495215311004785,0.4515789473684211,,,,0.48497607655502395,,,,0.5312918660287081,,,,,,0.5266028708133971,,,,,,0.528133971291866,,0.48401913875598085,,0.5325358851674642,0.4292822966507177,,0.46057416267942586,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.21524122343899946,,0.904579365319687,,,,0.9977104131158185,,0.9953758756896723,,,0.9729916394438622,,,,0.20139775463968068,,,,,,,0.3513840113550514,,1.0,0.33278610837663974,,1.0,,,0.29283578672649435,,0.36519539387834526,,,,,0.14356058698289872,,0.9929465900505942,0.9867960898331082,0.9999576474897552,,,,0.3430302648748884,,,,0.2888876170417344,,,,,,0.9945232480941371,,,,,,0.298733202078707,,0.3213963737093931,,0.32043119434078887,0.9912007508985601,,0.9862489411872439,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.9751238850346878,,0.9370622568093385,,,,0.9977477477477478,,0.9958300550747442,,,0.9917655786350149,,,,0.9577944179714091,,,,,,,0.9827751196172249,,1.0,0.8472248803827751,,1.0,,,0.9694258373205741,,0.8525358851674641,,,,,0.9993301435406698,,0.9885645933014354,0.9894736842105263,0.9996650717703349,,,,0.9827272727272727,,,,0.9941626794258372,,,,,,0.9952153110047847,,,,,,0.9540191387559809,,0.98933014354067,,0.9648086124401914,0.9985645933014354,,0.9832057416267943,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.5072076779745424,,0.3617172478008751,,,,0.4610218326434543,,0.4265881576609731,,,0.3902668752036207,,,,0.4695418499222182,,,,,,,0.5472706668803371,,0.46212415008813906,0.47260559511000205,,0.4639187518600765,,,0.4415597170394451,,0.5021066367528216,,,,,0.49783143700922605,,0.4792477278450585,0.404816281678533,0.47330990590874755,,,,0.4810751814289966,,,,0.5383401249971385,,,,,,0.5576193310592705,,,,,,0.43500801263707334,,0.6456070144914265,,0.5194354524850622,0.5964912662255901,,0.5534671825278725,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.7057572039945741,,0.7676431512967645,,,,0.6260806752698643,,0.6612479192988169,,,0.6606209661087092,,,,0.5557681533632907,,,,,,,0.5513503582793434,,0.5467367963187656,0.6943004967834985,,0.5362734369634395,,,0.678927794693345,,0.5169254366887205,,,,,0.8658538037132848,,0.5503134085758111,0.6834314690597743,0.7894299581053548,,,,0.6455410819349374,,,,0.5957606281907465,,,,,,0.6610121105286051,,,,,,0.6549547858336577,,0.5726220782491244,,0.6455273459856689,0.6267880771960349,,0.49558961562235293,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.7342991372985057,,0.8036524020045723,,,,0.9901826150474798,,0.9145725532532601,,,0.954819316891053,,,,0.8478387700241108,,,,,,,0.5,,0.5,0.6756901169845013,,0.9998099860351183,,,0.6740983493967629,,0.4543170943888647,,,,,0.985820150637577,,0.5073085552070694,0.9029507108353746,0.4766857443739841,,,,0.6968482864403287,,,,0.5641200979831048,,,,,,0.9686025960944118,,,,,,0.5004784688995215,,0.707410086765413,,0.45592706210938394,0.5,,0.5,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.9977663859751827,,0.9822414041090705,,,,0.9992695398100804,,0.9996007282222006,,,1.0,,,,0.9987979393510819,,,,,,,0.9939161191364667,,0.9999523820425357,0.9335047274558732,,0.985090084933953,,,0.9789881184038828,,0.9408090474119182,,,,,0.9999537556374625,,0.9995611364208695,0.9974023030608273,0.9999514663125845,,,,0.9953199331517135,,,,0.9997131475927749,,,,,,0.9998543989377533,,,,,,0.99945971932877,,0.9858352601817724,,0.9974267988370229,0.9999072823424372,,1.0,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.8041442674993444,,0.8831691244379173,,,,0.9619633146660175,,0.9895347462395717,,,0.9445904031910116,,,,0.8785237545998282,,,,,,,0.690003662919805,,0.9986735651656327,0.7648387170623383,,0.9999203314942424,,,0.8284336439184085,,0.7178606259014216,,,,,0.925295437375518,,0.990576452004304,0.9483274192440649,0.9449540990361942,,,,0.7914267072640279,,,,0.7683317689613334,,,,,,0.9669481010050137,,,,,,0.8096289004372609,,0.6676431400380028,,0.7716554108193494,0.9309763970605068,,0.9356953824317209,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.8060743693281772,,0.2841559864645945,,,,0.7433227822417012,,0.3380018211745276,,,0.7363125610862119,,,,0.6356984672104825,,,,,,,0.5875868226460017,,0.649165541081935,0.8736739085643646,,0.4852391199835169,,,0.7153092877910303,,0.6601230512121976,,,,,0.49094823836450624,,0.6278624573613241,0.46662851125203175,0.40359011927382615,,,,0.5916573567454958,,,,0.765888601451432,,,,,,0.8876761063162473,,,,,,0.3589281380920767,,0.5110208099631418,,0.6799217050891693,0.7914376960234426,,0.8013233442457819,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.5,,0.5,,,,0.9975342910478046,,0.5,,,0.5,,,,0.5,,,,,,,0.5,,0.5,0.5,,1.0,,,0.5,,0.5,,,,,0.5,,0.9923325931182894,0.5,0.9996568302007738,,,,0.5,,,,0.5,,,,,,0.9938126416519768,,,,,,0.5,,0.5,,0.5,0.8947693505185321,,0.5,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.9979589050380078,,0.998853124195673,,,,0.9995365635906177,,0.9987303776491991,,,1.0,,,,1.0,,,,,,,0.9998138778874109,,1.0,0.9835571529955816,,1.0,,,0.9981014628785971,,0.9927094159932236,,,,,0.9998669902245828,,1.0,0.9999397907557062,0.9999320070511206,,,,0.9995151209908197,,,,0.9998411208534603,,,,,,1.0,,,,,,0.9999851193882924,,0.9999297177262425,,0.9999468876628282,1.0,,1.0,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.992289415085833,,0.9939050931883905,,,,0.9976811947082218,,0.9985793353022487,,,0.9980386373041938,,,,0.9962529443303193,,,,,,,0.9746933449325793,,1.0,0.9584867562555803,,1.0,,,0.9640400860786156,,0.9462588997504635,,,,,0.99936356768389,,0.9927703120349809,0.9976816006959548,0.9998168540097525,,,,0.9950605526430255,,,,0.9993214441061331,,,,,,0.9991346351960807,,,,,,0.9987454499668047,,0.9899265126714132,,0.9978473478171288,0.9996794945170668,,0.9962576406217807,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.646909725257617,,0.3279232085270027,,,,0.581602954305657,,0.4929783879448399,,,0.5665226096029726,,,,0.48292346339901415,,,,,,,0.5483052127927475,,0.559444151919599,0.6455576795403035,,0.5673727707698999,,,0.5347350106453607,,0.5629986721915707,,,,,0.7350706256724893,,0.6065795196996406,0.6735365490716787,0.5516963897346673,,,,0.5597495478583365,,,,0.5854773242370825,,,,,,0.7610403836908496,,,,,,0.5490927405508115,,0.5454195187839107,,0.3937226711842678,0.5411201666628511,,0.6901522401043932,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.5665855663743847,,0.711690373813381,,,,0.8561131401671942,,0.6713343291398448,,,0.7046657758719369,,,,0.7622074727022407,,,,,,,0.544479979853941,,0.9956621872209885,0.588294910830796,,0.9635988187083628,,,0.5763492136169044,,0.5433653075707974,,,,,0.5754172294590325,,0.9577596666742978,0.5820832856390651,0.9973578901581923,,,,0.38897461138710193,,,,0.7364197248231497,,,,,,0.49874682356173167,,,,,,0.6965756278473478,,0.637564845127172,,0.4385311691582152,0.6418822829147683,,0.7907147272269408,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.8164519326065411,,0.8577821011673152,,,,0.9425225225225224,,0.9335955940204563,,,0.9208456973293768,,,,0.7950987066031314,,,,,,,0.6674641148325359,,0.9840191387559809,0.7041148325358851,,0.9953588516746412,,,0.777177033492823,,0.6792822966507177,,,,,0.9104784688995216,,0.9596650717703349,0.9151196172248803,0.918421052631579,,,,0.7522488038277512,,,,0.7352631578947368,,,,,,0.9628708133971291,,,,,,0.8173205741626794,,0.7534928229665072,,0.7242105263157894,0.8320574162679426,,0.9273684210526316,
