,dependency_anomalies_40_vowels_2,dependency_anomalies_40_vowels_1,dependency_anomalies_40_vowels_3,dependency_anomalies_47_yeast_2,dependency_anomalies_47_yeast_3,dependency_anomalies_47_yeast_1,dependency_anomalies_20_letter_2,dependency_anomalies_20_letter_1,dependency_anomalies_20_letter_3,dependency_anomalies_6_cardio_1,dependency_anomalies_6_cardio_3,dependency_anomalies_6_cardio_2,dependency_anomalies_12_fault_1,dependency_anomalies_12_fault_3,dependency_anomalies_12_fault_2,dependency_anomalies_7_Cardiotocography_2,dependency_anomalies_7_Cardiotocography_1,dependency_anomalies_7_Cardiotocography_3,dependency_anomalies_35_SpamBase_2,dependency_anomalies_31_satimage-2_2,dependency_anomalies_30_satellite_1,dependency_anomalies_44_Wilt_2,dependency_anomalies_31_satimage-2_1,dependency_anomalies_33_skin_1,dependency_anomalies_32_shuttle_3,dependency_anomalies_32_shuttle_2,dependency_anomalies_31_satimage-2_3,dependency_anomalies_33_skin_3,dependency_anomalies_33_skin_2,dependency_anomalies_36_speech_3,dependency_anomalies_38_thyroid_2,dependency_anomalies_36_speech_1,dependency_anomalies_38_thyroid_3,dependency_anomalies_32_shuttle_1,dependency_anomalies_44_Wilt_3,dependency_anomalies_36_speech_2,dependency_anomalies_44_Wilt_1,dependency_anomalies_41_Waveform_2,dependency_anomalies_41_Waveform_1,dependency_anomalies_41_Waveform_3,dependency_anomalies_38_thyroid_1,dependency_anomalies_30_satellite_3,dependency_anomalies_1_ALOI_3,dependency_anomalies_25_musk_3,dependency_anomalies_2_annthyroid_1,dependency_anomalies_2_annthyroid_2,dependency_anomalies_1_ALOI_2,dependency_anomalies_2_annthyroid_3,dependency_anomalies_8_celeba_1,dependency_anomalies_10_cover_1,dependency_anomalies_8_celeba_2,dependency_anomalies_10_cover_3,dependency_anomalies_10_cover_2,dependency_anomalies_11_donors_2,dependency_anomalies_5_campaign_1,dependency_anomalies_16_http_1,dependency_anomalies_30_satellite_2,dependency_anomalies_8_celeba_3,dependency_anomalies_19_landsat_2,dependency_anomalies_19_landsat_1,dependency_anomalies_22_magic.gamma_1,dependency_anomalies_22_magic.gamma_2,dependency_anomalies_23_mammography_1,dependency_anomalies_22_magic.gamma_3,dependency_anomalies_23_mammography_2,dependency_anomalies_23_mammography_3,dependency_anomalies_25_musk_1,dependency_anomalies_27_PageBlocks_3,dependency_anomalies_28_pendigits_3,dependency_anomalies_25_musk_2,dependency_anomalies_19_landsat_3,dependency_anomalies_28_pendigits_1
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.7129667642190584,,0.6472727031011242,,,,0.8680306305799532,,0.8616137883681683,,,0.668799406318497,,,,0.5575710696648336,,,,,,,0.4955139390311835,,0.5587978714244725,0.6746436678471652,,0.7609863037070644,,,0.5503365791396488,,0.5755994197993501,,,,,0.9036189381475794,,0.8136435070958493,0.7942330880680961,0.9061827780866287,,,,0.5429347703861351,,,,0.5067512347113172,,,,,,0.9151752413881915,,,,,,0.6774731407633936,,0.6182229035238054,,0.6041681734911106,0.8401397102838692,,0.7989271477120277,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.009692992072111788,,0.007166091554528609,,,,0.007925535602367384,,0.006801377592220392,,,0.005595095558894862,,,,0.006206796997575453,,,,,,,0.0047045548735365535,,0.004620284557875759,0.00522869699841373,,0.004523224834028284,,,0.004599147037983184,,0.005012071126357549,,,,,0.004608575496317247,,0.003910429704206551,0.014552857473720052,0.0046439880529928375,,,,0.004743059752547612,,,,0.005177396062352706,,,,,,0.005249301854557774,,,,,,0.005615469368170896,,0.004765960734642831,,0.005629051745839913,0.00430724855805887,,0.004529782026146087,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.35772651973891983,,0.9022640202194059,,,,0.9931031591780853,,0.9935663711653915,,,0.9704377082317633,,,,0.34463846343373994,,,,,,,0.4042310275093731,,1.0,0.3891122440834483,,1.0,,,0.37117076394164283,,0.39778279657632837,,,,,0.329611112801161,,0.986194095011522,0.9764385169404819,0.9999557844614412,,,,0.44205204040584256,,,,0.36930895243036127,,,,,,0.9820857251557549,,,,,,0.401951988783653,,0.38386131555640995,,0.38507379165741384,0.9879249147257707,,0.9747782832635452,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.2096478678467153,,0.16474377302876056,,,,0.6976265401265401,,0.6293475478769596,,,0.3315742409764149,,,,0.08541520636838912,,,,,,,0.18236792036792035,,1.0,0.051722353182194376,,1.0,,,0.09960801588324543,,0.02530319266503879,,,,,0.836024531024531,,0.20094724147355728,0.3092505125073275,0.9063455988455987,,,,0.12170512184154123,,,,0.3161041303112914,,,,,,0.33122859682457206,,,,,,0.05695938049771766,,0.2351530137081279,,0.09435370912518135,0.7329670329670329,,0.22773371694602038,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.4513015782646814,,0.3953247889563969,,,,0.43233231367342473,,0.4163363895048929,,,0.408127138993021,,,,0.43412617821842947,,,,,,,0.4867040534076085,,0.43318945601372844,0.4376518328040999,,0.4337227367923012,,,0.4253932052429261,,0.45163095805520803,,,,,0.44835186932663007,,0.4392900725139758,0.4299195510438724,0.43860247364314925,,,,0.4430891175994106,,,,0.46606356877931115,,,,,,0.4748484291366152,,,,,,0.420057169485652,,0.6155699272028046,,0.4601886291653472,0.4965058635902699,,0.4753777811722456,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.7099272757960755,,0.7236227838139359,,,,0.5205717033545819,,0.5777768734291736,,,0.5792464676711997,,,,0.478630608638645,,,,,,,0.48852943520404335,,0.4697048303082595,0.5917800673280864,,0.46396001786846797,,,0.6332028363776094,,0.46023242132634923,,,,,0.9017735525992525,,0.4736567421415864,0.6577101068029917,0.7268232689401003,,,,0.6830106543174741,,,,0.5025375006248315,,,,,,0.5732642140345783,,,,,,0.5407687587903849,,0.4838991960335296,,0.6197749834637805,0.5176079071067357,,0.4445782303157787,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.7220197653456465,,0.8283630622714038,,,,0.9885424499836838,,0.8997441339286599,,,0.9276874074191359,,,,0.8443426314106841,,,,,,,0.5,,0.5,0.6605626249572705,,0.9997730027865025,,,0.6846568013493683,,0.5162428724341577,,,,,0.9827973198579384,,0.4902208720872816,0.9020648787367337,0.4706993473021009,,,,0.6999491549768404,,,,0.5164673085475411,,,,,,0.9434986582718906,,,,,,0.5002393489707995,,0.7020929637239034,,0.47790533140201863,0.5,,0.5,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.9971318895495839,,0.9737066494009549,,,,0.9991253232824178,,0.9995346741038182,,,1.0,,,,0.9985327997743677,,,,,,,0.987208513780261,,0.9999524048153514,0.9129091226354226,,0.9664537642117164,,,0.9690567179200082,,0.9304233299859761,,,,,0.9999537777533701,,0.9993657120334991,0.9950079091581842,0.9999514895233388,,,,0.9922359126542757,,,,0.9995957035356249,,,,,,0.9998366352970189,,,,,,0.9989610853819963,,0.9828642809649387,,0.9950994241417129,0.9999023439684652,,1.0,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.8305904413420239,,0.8959925578952027,,,,0.9533095449168304,,0.9838119404546719,,,0.9431917652685442,,,,0.875207100922817,,,,,,,0.6988268871631774,,0.998065457154008,0.7629988338888446,,0.9999174886075308,,,0.7894954857418482,,0.6509337341660888,,,,,0.9269560761699125,,0.9734961859267119,0.9442100772535574,0.9523833995054555,,,,0.8017605398231966,,,,0.8000082846400085,,,,,,0.9618745799496958,,,,,,0.7727435382969867,,0.6456243308433306,,0.7843559779798878,0.9104043934297819,,0.9168910972331665,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.7455292717100515,,0.3717664571347107,,,,0.6627998776716175,,0.42321563113109434,,,0.6987305332553234,,,,0.5990949367927785,,,,,,,0.541993958266168,,0.5899339868652559,0.8505064933944906,,0.442981777426695,,,0.6835576092719156,,0.6458828153959211,,,,,0.4511082245971767,,0.514127646716102,0.510223994785215,0.4160863579944297,,,,0.5303955950718913,,,,0.742079651326388,,,,,,0.8989473772415053,,,,,,0.4109391105741325,,0.45399729191305843,,0.6417559061547513,0.7686167019956976,,0.8036211667209997,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.5,,0.5,,,,0.9971382096988565,,0.5,,,0.5,,,,0.5,,,,,,,0.5,,0.5,0.5,,1.0,,,0.5,,0.5,,,,,0.5,,0.983052857384199,0.5,0.9996232195893214,,,,0.5,,,,0.5,,,,,,0.9921992019539934,,,,,,0.5,,0.5,,0.5,0.9232275605212685,,0.5,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.995022940780558,,0.9961231927921397,,,,0.9993908143592946,,0.9972331420934859,,,0.9999999999999999,,,,1.0,,,,,,,0.9997908791489477,,1.0,0.9788683321308522,,0.9999999999999999,,,0.9978624986372672,,0.9912425335361476,,,,,0.9998485964976618,,1.0,0.9999357006936097,0.9999267200589087,,,,0.9991378246631801,,,,0.999818330924786,,,,,,1.0,,,,,,0.9999848940936875,,0.9999289051514076,,0.9999437445574201,1.0,,1.0,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.9890958673707646,,0.990038491078187,,,,0.994997009578799,,0.9979104450661336,,,0.993748897335071,,,,0.9947076789418,,,,,,,0.9670918407729987,,1.0,0.943649198855568,,1.0,,,0.9494351743375935,,0.9270312925932106,,,,,0.999338035539217,,0.9903067320178218,0.9969011416198931,0.9997693410703871,,,,0.9929916004272309,,,,0.9992488907649748,,,,,,0.9990814445569998,,,,,,0.9987269637456793,,0.9795665605073178,,0.9973820001173588,0.9996480070391999,,0.9957598278941839,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.5731235719406256,,0.38231598183956633,,,,0.4937740977556465,,0.4572613895501262,,,0.5363178709078333,,,,0.4408634731229021,,,,,,,0.48059021585452816,,0.47778358322310327,0.5419564910940957,,0.4843797921516496,,,0.4718726189038437,,0.4947171770525609,,,,,0.5997186106853339,,0.5036459536083882,0.6771976775011807,0.4742282820675193,,,,0.5064566444341345,,,,0.4927604278909933,,,,,,0.643532726179108,,,,,,0.4760124069848356,,0.46768998564222986,,0.40499971024401316,0.4669983792419533,,0.5712586091563108,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.5192198395067816,,0.6982311798396548,,,,0.780063145329083,,0.5943053093898306,,,0.6714596792027111,,,,0.6953299538666511,,,,,,,0.5743265577952072,,0.9932627305569931,0.5618725317471011,,0.924226198402151,,,0.5545108360508414,,0.5289879946740036,,,,,0.5309725830862221,,0.938619837715889,0.6272214032897336,0.995134000845362,,,,0.5519548898261372,,,,0.6345480705417261,,,,,,0.48244890317928996,,,,,,0.6070350615810691,,0.6009558739360893,,0.4755847306523453,0.5668252254961051,,0.7120825713720262,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.12645742209119987,,0.16546771700683208,,,,0.20962212365011795,,0.2611090847054169,,,0.1972152158378844,,,,0.16421472920456143,,,,,,,0.012340881596744045,,0.47014219368595256,0.013882469011377373,,0.35693813949712316,,,0.023883618806028312,,0.011479853275277424,,,,,0.13025460171696782,,0.301536764036764,0.19640293201019857,0.7449381699894033,,,,0.02473598355419435,,,,0.025660405537794112,,,,,,0.22450259660927194,,,,,,0.02869658056693008,,0.023353798314684822,,0.04549420434396413,0.1447247812124701,,0.07515449445596108,
