,dependency_anomalies_40_vowels_3,dependency_anomalies_40_vowels_1,dependency_anomalies_40_vowels_2,dependency_anomalies_47_yeast_1,dependency_anomalies_47_yeast_2,dependency_anomalies_47_yeast_3,dependency_anomalies_20_letter_2,dependency_anomalies_20_letter_3,dependency_anomalies_20_letter_1,dependency_anomalies_6_cardio_1,dependency_anomalies_6_cardio_3,dependency_anomalies_6_cardio_2,dependency_anomalies_12_fault_3,dependency_anomalies_12_fault_1,dependency_anomalies_12_fault_2,dependency_anomalies_7_Cardiotocography_1,dependency_anomalies_7_Cardiotocography_3,dependency_anomalies_7_Cardiotocography_2,dependency_anomalies_36_speech_2,dependency_anomalies_32_shuttle_3,dependency_anomalies_8_celeba_3,dependency_anomalies_30_satellite_2,dependency_anomalies_1_ALOI_2,dependency_anomalies_33_skin_3,dependency_anomalies_23_mammography_3,dependency_anomalies_32_shuttle_2,dependency_anomalies_41_Waveform_3,dependency_anomalies_33_skin_1,dependency_anomalies_31_satimage-2_1,dependency_anomalies_44_Wilt_2,dependency_anomalies_19_landsat_1,dependency_anomalies_44_Wilt_3,dependency_anomalies_16_http_1,dependency_anomalies_1_ALOI_3,dependency_anomalies_33_skin_2,dependency_anomalies_2_annthyroid_3,dependency_anomalies_28_pendigits_1,dependency_anomalies_25_musk_3,dependency_anomalies_10_cover_2,dependency_anomalies_8_celeba_2,dependency_anomalies_23_mammography_1,dependency_anomalies_35_SpamBase_2,dependency_anomalies_36_speech_1,dependency_anomalies_25_musk_1,dependency_anomalies_22_magic.gamma_2,dependency_anomalies_5_campaign_1,dependency_anomalies_2_annthyroid_1,dependency_anomalies_30_satellite_3,dependency_anomalies_41_Waveform_1,dependency_anomalies_25_musk_2,dependency_anomalies_10_cover_3,dependency_anomalies_27_PageBlocks_3,dependency_anomalies_8_celeba_1,dependency_anomalies_44_Wilt_1,dependency_anomalies_31_satimage-2_2,dependency_anomalies_38_thyroid_1,dependency_anomalies_19_landsat_2,dependency_anomalies_31_satimage-2_3,dependency_anomalies_10_cover_1,dependency_anomalies_28_pendigits_3,dependency_anomalies_41_Waveform_2,dependency_anomalies_38_thyroid_3,dependency_anomalies_22_magic.gamma_1,dependency_anomalies_2_annthyroid_2,dependency_anomalies_19_landsat_3,dependency_anomalies_30_satellite_1,dependency_anomalies_36_speech_3,dependency_anomalies_32_shuttle_1,dependency_anomalies_23_mammography_2,dependency_anomalies_38_thyroid_2,dependency_anomalies_11_donors_2,dependency_anomalies_22_magic.gamma_3
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.5566063780879276,,0.6342971283641182,,0.8641433310334078,,,,,0.7873820827989971,,,0.4989156227363064,,,0.6537121894456925,0.8621556235369767,,,0.8898427830261937,0.8561526005321111,,,0.4273700762727402,,,,0.7203849775260682,,,,,0.6119798745808724,,,,0.8192996727804536,0.8456539943590844,,,,,0.8531338510734546,,,,,0.8850164084359888,,,,,0.6417039764305581,,0.806228671290205,,,,0.7313351279088662,,,0.5493407443619028,,,,,0.5106084920295282,0.4846304522831424,0.7753041858736668,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.0085360518645069,,0.0130073046729309,,0.0075547783242146,,,,,0.0068511897183291,,,0.008268283386039,,,0.0068806228688285,0.0044630781383771,,,0.0051837482462656,0.007763365819651,,,0.0050759174006096,,,,0.1148895589280404,,,,,0.0059354762253856,,,,0.0046638518883685,0.0052470286760082,,,,,0.0036252126986581,,,,,0.004128867891312,,,,,0.0047960142895229,,0.0046164425165901,,,,0.0047677031176811,,,0.0043507300440343,,,,,0.005980435454209,0.0059936564075114,0.005433451913150211,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.2364619698059975,,0.1374659263924113,,0.6430795395081108,,,,,0.2279981235091373,,,0.3084490936664936,,,0.3275515027927259,0.71,,,0.4356123144406069,0.7010281385281386,,,0.150388753275684,,,,0.0384645038149504,,,,,0.0906776559780685,,,,0.169137883577165,1.0,,,,,0.0840885590657607,,,,,1.0,,,,,0.598697691683074,,0.2809145050613137,,,,0.1490996387118264,,,0.0416905505403776,,,,,0.0751010646018569,0.0969058706937371,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.963265356543213,,0.6609004528785605,,0.9856981495076031,,,,,0.980450584438534,,,0.9115898839801416,,,0.9596538737334056,0.9965093691659836,,,0.971102457409865,0.9760971367704048,,,0.3894000036748312,,,,0.385569569120708,,,,,0.4323649446461206,,,,0.9558540785923092,0.9981974332007716,,,,,0.3486087038056581,,,,,0.9997588279659314,,,,,0.4311691068996724,,0.989375317336362,,,,0.3934908667205369,,,0.4010174723517394,,,,,0.3896307441166847,0.3993979482057264,0.9708504448757337,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.2882263883070335,,0.1600705537589207,,0.3401726483534263,,,,,0.2702130219132507,,,0.1453669290528857,,,0.1881032629096334,0.8480122655122654,,,0.1670687280823284,0.1963755539561991,,,0.0316519014725669,,,,0.044097766579266,,,,,0.0801873062729329,,,,0.2149947842013059,0.6476265401265402,,,,,0.0297812320252441,,,,,1.0,,,,,0.576994116994117,,0.4029069979727874,,,,0.419323038073038,,,0.0504022625151884,,,,,0.0209649345055571,0.0663184027969929,0.14028612231370854,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.0408862700326602,,0.0385568626843489,,0.0054281301486522,,,,,0.009294424214506,,,0.0070648328419333,,,0.0195985062241929,0.0024899501449833,,,0.0070145924716263,0.0344120027041383,,,0.0260682266597427,,,,0.0200158109249535,,,,,0.0354664631778307,,,,0.0194923880818492,0.0025799876144908,,,,,0.0308004430143103,,,,,0.9666666666666666,,,,,0.0089914010254726,,0.0164692533493984,,,,0.0050751768727164,,,0.0115409806205634,,,,,0.0278708073999784,0.0153530651712643,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.4266805712521688,,0.5417750840469874,,0.4192276766315781,,,,,0.4260134306088615,,,0.4691789722578883,,,0.4450485510273059,0.4317749971458571,,,0.4742832164931417,0.6492467055936176,,,0.4413681687329915,,,,0.4335223909174719,,,,,0.4715520808246397,,,,0.4249461243475791,0.4838740098023488,,,,,0.5785043606873437,,,,,0.4247804808621266,,,,,0.4460654978668468,,0.4418852866491017,,,,0.4586731646018467,,,0.4319944440975673,,,,,0.6937007796177398,0.4769879960584936,0.444837123844674,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.4888808755371182,,0.5341007292306637,,0.4855006546551475,,,,,0.6813141348343326,,,0.5456082774768145,,,0.5265338914351235,0.4834761309488783,,,0.4411095724163073,0.6814235392373418,,,0.5198223715299841,,,,0.6271092464816279,,,,,0.6073245366213926,,,,0.5460689896423597,0.7674906667839367,,,,,0.6118441658599765,,,,,0.9564537435255444,,,,,0.4549654302300738,,0.4601538746215018,,,,0.7775704796073802,,,0.7488153063697739,,,,,0.5446149906535687,0.4857219665818511,0.7888828650255648,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.9032840686152596,,0.6353476898180584,,0.9274608174598572,,,,,0.42898704669902,,,0.8753746023314268,,,0.4597363559502173,0.4797061662818155,,,0.5929163516803964,0.840529865183253,,,0.7673403300854964,,,,0.6992231690606757,,,,,0.6552677992342466,,,,0.9030937418665308,0.5,,,,,0.5882261179483304,,,,,0.5,,,,,0.9972803330533168,,0.5582655109141199,,,,0.4852182923248969,,,0.6913531048503976,,,,,0.7119481820984467,0.6720301609956436,0.6906311992007069,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.9981497235206114,,0.990598824795576,,0.9995388321768024,,,,,0.99606641131942,,,1.0,,,0.9954078164124632,0.999778496102872,,,0.9957491048662552,0.9986450364661598,,,0.973010190494142,,,,0.9407700683032082,,,,,0.927237010969052,,,,0.9998558449326176,1.0,,,,,0.9930955135347616,,,,,1.0,,,,,1.0,,0.9960340969751108,,,,0.9997787180474368,,,0.9544213993715572,,,,,0.9955070248203026,0.9794096748795756,0.9971841736117418,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.226269416294209,,0.1304327456037572,,0.1880670394768139,,,,,0.1740233542549363,,,0.1871373044790365,,,0.2662020026470444,0.9666666666666666,,,0.1559892546295371,0.4479378872761225,,,0.1107928603195998,,,,0.0076378504638358,,,,,0.0360863806373604,,,,0.1525440309541146,1.0,,,,,0.0544509431895046,,,,,1.0,,,,,0.5985740340546591,,0.2490004298730839,,,,0.0639279759454726,,,0.0089623709927079,,,,,0.0610794862719774,0.0817043341990809,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.9340991672759772,,0.7304763682166233,,0.9229769171336756,,,,,0.9803503249049316,,,0.9041438981377372,,,0.9740452423698188,0.9993004598102654,,,0.9349896203053044,0.9101275402140744,,,0.76621934639312,,,,0.7313088544239963,,,,,0.7195135138404416,,,,0.9107547434239668,0.920878776838874,,,,,0.8614199098327859,,,,,0.944667227695034,,,,,0.996881242334355,,0.9873606818899404,,,,0.8548842169608006,,,0.7244929674794027,,,,,0.7599470147150654,0.6637800651468182,0.8306784773081577,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.6747534973700506,,0.5351817663312893,,0.410578925118101,,,,,0.5681880541667919,,,0.4149376197068005,,,0.8907590184256949,0.4542275389499685,,,0.661042180514881,0.6028785719769001,,,0.8205947371779554,,,,0.6556859435225475,,,,,0.6079518681003961,,,,0.9663973972021452,0.8726431916120513,,,,,0.830923970465385,,,,,0.4974514160499464,,,,,0.8813370364128578,,0.3315304553117625,,,,0.5891290545148813,,,0.4969933699624287,,,,,0.6501554138696346,0.6800194529105597,0.5983165935824649,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.5,,0.5,,0.9885249416119054,,,,,0.5,,,0.5,,,0.9649246114018896,0.9995381333086232,,,0.9838265145652476,0.5,,,0.5,,,,0.5,,,,,0.5,,,,0.5,0.9964083308073778,,,,,0.5,,,,,0.999382289415567,,,,,0.5,,0.9883961304109476,,,,0.5,,,0.5,,,,,0.5,0.5,0.5,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.9999862202026886,,0.998157183515012,,0.9964059181231943,,,,,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,,0.998844602416372,,,,0.9929505919521472,,,,,0.966053882394633,,,,1.0,1.0,,,,,0.9997298656252795,,,,,1.0,,,,,0.9997870068281396,,0.9965440998438556,,,,0.9958686152743944,,,0.9943430957987532,,,,,0.9991307599329684,0.9995715648189356,0.9999050032500091,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.9808225983073504,,0.9817823379219174,,0.9944462097147512,,,,,0.993451527058248,,,0.9973452279440878,,,0.9913825328302456,1.0,,,0.9821894063625288,0.9983677792303932,,,0.9791101980009762,,,,0.9323899182368366,,,,,0.9494416539111624,,,,0.9992804361373256,0.9999460547657668,,,,,0.9754915846569784,,,,,1.0,,,,,0.9998561148324784,,0.9894644210581184,,,,0.9925624720870244,,,0.965474644004482,,,,,0.988187909000857,0.9815171506820896,0.997847928754559,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.4744513112523805,,0.511422233540659,,0.4837774188215279,,,,,0.5561491933287385,,,0.4646012632412797,,,0.4530345223422357,0.4813881347414378,,,0.480445193979474,0.4931220183213401,,,0.4184672320917582,,,,0.4096438300361232,,,,,0.5717486117178228,,,,0.4981410444064167,0.6661497147510105,,,,,0.3978456309759805,,,,,0.4746551764924214,,,,,0.5158755060895629,,0.4884936796012566,,,,0.5372753944054592,,,0.5084645927027596,,,,,0.4248787516813321,0.481796061338908,0.5350875044433852,
