,dependency_anomalies_40_vowels_3,dependency_anomalies_40_vowels_1,dependency_anomalies_40_vowels_2,dependency_anomalies_47_yeast_1,dependency_anomalies_47_yeast_2,dependency_anomalies_47_yeast_3,dependency_anomalies_20_letter_2,dependency_anomalies_20_letter_3,dependency_anomalies_20_letter_1,dependency_anomalies_6_cardio_1,dependency_anomalies_6_cardio_3,dependency_anomalies_6_cardio_2,dependency_anomalies_12_fault_3,dependency_anomalies_12_fault_1,dependency_anomalies_12_fault_2,dependency_anomalies_7_Cardiotocography_1,dependency_anomalies_7_Cardiotocography_3,dependency_anomalies_7_Cardiotocography_2,dependency_anomalies_36_speech_2,dependency_anomalies_32_shuttle_3,dependency_anomalies_8_celeba_3,dependency_anomalies_30_satellite_2,dependency_anomalies_1_ALOI_2,dependency_anomalies_33_skin_3,dependency_anomalies_23_mammography_3,dependency_anomalies_32_shuttle_2,dependency_anomalies_41_Waveform_3,dependency_anomalies_33_skin_1,dependency_anomalies_31_satimage-2_1,dependency_anomalies_44_Wilt_2,dependency_anomalies_19_landsat_1,dependency_anomalies_44_Wilt_3,dependency_anomalies_16_http_1,dependency_anomalies_1_ALOI_3,dependency_anomalies_33_skin_2,dependency_anomalies_2_annthyroid_3,dependency_anomalies_28_pendigits_1,dependency_anomalies_25_musk_3,dependency_anomalies_10_cover_2,dependency_anomalies_8_celeba_2,dependency_anomalies_23_mammography_1,dependency_anomalies_35_SpamBase_2,dependency_anomalies_36_speech_1,dependency_anomalies_25_musk_1,dependency_anomalies_22_magic.gamma_2,dependency_anomalies_5_campaign_1,dependency_anomalies_2_annthyroid_1,dependency_anomalies_30_satellite_3,dependency_anomalies_41_Waveform_1,dependency_anomalies_25_musk_2,dependency_anomalies_10_cover_3,dependency_anomalies_27_PageBlocks_3,dependency_anomalies_8_celeba_1,dependency_anomalies_44_Wilt_1,dependency_anomalies_31_satimage-2_2,dependency_anomalies_38_thyroid_1,dependency_anomalies_19_landsat_2,dependency_anomalies_31_satimage-2_3,dependency_anomalies_10_cover_1,dependency_anomalies_28_pendigits_3,dependency_anomalies_41_Waveform_2,dependency_anomalies_38_thyroid_3,dependency_anomalies_22_magic.gamma_1,dependency_anomalies_2_annthyroid_2,dependency_anomalies_19_landsat_3,dependency_anomalies_30_satellite_1,dependency_anomalies_36_speech_3,dependency_anomalies_32_shuttle_1,dependency_anomalies_23_mammography_2,dependency_anomalies_38_thyroid_2,dependency_anomalies_11_donors_2,dependency_anomalies_22_magic.gamma_3
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.6022477149963379,,0.6857507228851318,,0.6591160297393799,,,,,0.8207156658172607,,,0.8924195766448975,,,0.783012866973877,1.4518094062805176,,,6.107591390609741,1.438256025314331,,,1.226346492767334,,,,1.4193706512451172,,,,,1.2569451332092283,,,,1.3770439624786377,1.356447458267212,,,,,1.3164684772491455,,,,,1.161820888519287,,,,,1.348942756652832,,1.8065454959869385,,,,1.2408506870269775,,,1.2939143180847168,,,,,5.99923300743103,1.5524699687957764,2.26625657081604,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.8622715473175049,,1.0084221363067627,,1.0031988620758057,,,,,1.1549599170684814,,,1.313051700592041,,,1.6241145133972168,2.465510368347168,,,9.229920625686646,2.1875572204589844,,,2.3713483810424805,,,,2.28518295288086,,,,,2.305429697036743,,,,2.130677461624145,2.392110586166382,,,,,2.288780927658081,,,,,2.182014942169189,,,,,2.2451963424682617,,2.2869951725006104,,,,2.3114678859710693,,,2.286093473434448,,,,,9.289079666137695,2.6181633472442627,6.929288625717163,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,1.0250473022460938,,1.0908522605895996,,0.9218521118164062,,,,,1.2003719806671145,,,1.3275768756866455,,,1.523104190826416,2.084836483001709,,,6.225475549697876,1.8749337196350095,,,2.6435978412628174,,,,2.607433557510376,,,,,2.635697364807129,,,,2.25107216835022,1.844120979309082,,,,,2.6618661880493164,,,,,1.8405139446258545,,,,,2.1743874549865723,,1.965139627456665,,,,2.0888679027557373,,,3.0518734455108643,,,,,5.3390281200408936,2.6500632762908936,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.7460522651672363,,0.8641669750213623,,0.7701385021209717,,,,,1.0721487998962402,,,1.0125327110290527,,,1.3229947090148926,1.9067633152008057,,,6.375731468200684,1.7363169193267822,,,1.895843267440796,,,,1.822062969207764,,,,,1.846841812133789,,,,1.6838407516479492,1.9372904300689695,,,,,1.8664145469665527,,,,,1.7466630935668943,,,,,1.9695730209350584,,3.0450172424316406,,,,1.8481979370117188,,,2.164980411529541,,,,,1.8034567832946775,1.820625066757202,6.1409759521484375,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.6523973941802979,,0.780914306640625,,0.7235658168792725,,,,,0.9344482421875,,,0.9462544918060304,,,1.1069819927215576,1.7182161808013916,,,3.644669532775879,1.701117992401123,,,1.6397395133972168,,,,1.527440071105957,,,,,3.138655185699463,,,,1.5509443283081057,1.6969914436340332,,,,,1.533264398574829,,,,,1.574777126312256,,,,,1.53078031539917,,3.8774821758270255,,,,1.5634911060333252,,,1.6500496864318848,,,,,1.5202608108520508,1.6756038665771484,5.266575813293457,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.7664165496826172,,0.8877317905426025,,0.7819428443908691,,,,,1.1423625946044922,,,1.124128818511963,,,1.2151427268981934,1.7366926670074463,,,1.8454997539520264,1.6972417831420898,,,1.7900426387786863,,,,1.6109850406646729,,,,,2.127768993377685,,,,1.9567830562591555,1.7064201831817627,,,,,1.691596746444702,,,,,1.8292896747589111,,,,,1.5953950881958008,,2.858163595199585,,,,1.7525286674499512,,,1.812618970870972,,,,,1.620575189590454,1.619678258895874,4.4081902503967285,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.7319779396057129,,0.8059098720550537,,0.8765056133270264,,,,,0.905066728591919,,,1.0014615058898926,,,1.1724562644958496,3.2551565170288086,,,1.689218282699585,1.651257038116455,,,1.8358843326568604,,,,1.7253375053405762,,,,,2.848548889160156,,,,1.6913046836853027,1.481816053390503,,,,,1.7845683097839355,,,,,1.8562557697296145,,,,,1.6569736003875732,,1.6620917320251465,,,,1.811330795288086,,,1.7999472618103027,,,,,2.091590642929077,1.8039793968200684,3.65453839302063,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.6941111087799072,,0.7296767234802246,,0.6003372669219971,,,,,0.7885825634002686,,,0.8754217624664307,,,0.9146943092346193,6.144724607467651,,,1.235562801361084,1.5119271278381348,,,1.6530482769012451,,,,1.73586106300354,,,,,2.631111621856689,,,,1.5815377235412598,1.1018016338348389,,,,,1.5921447277069092,,,,,1.3557391166687012,,,,,1.242664813995361,,1.4103872776031494,,,,1.634465217590332,,,2.2262699604034424,,,,,8.0734281539917,1.952505350112915,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,1.0035796165466309,,1.1026484966278076,,1.0796375274658203,,,,,1.2727677822113037,,,1.323157548904419,,,1.4782161712646484,9.36122226715088,,,2.355029821395874,2.2805752754211426,,,2.370656728744507,,,,2.503368139266968,,,,,3.6428420543670654,,,,2.4890952110290527,2.048093318939209,,,,,2.256755352020264,,,,,2.325155019760132,,,,,2.1016628742218018,,5.74555253982544,,,,2.283139944076538,,,2.3483266830444336,,,,,9.154386520385742,2.4601404666900635,6.855299234390259,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,1.2012317180633545,,1.4770116806030271,,1.4116151332855225,,,,,1.813793659210205,,,1.7736876010894775,,,2.0053067207336426,18.868273735046387,,,3.250772714614868,3.0729215145111084,,,3.1456170082092285,,,,3.311246871948242,,,,,4.876898527145386,,,,3.114832162857056,3.01430344581604,,,,,3.157797336578369,,,,,5.9976091384887695,,,,,3.4492406845092773,,4.795351982116699,,,,3.032670259475708,,,3.049415111541748,,,,,12.095112562179564,2.933008909225464,13.571238994598389,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.6406426429748535,,0.7742786407470703,,0.7020184993743896,,,,,0.9648120403289796,,,0.8706676959991455,,,0.8587934970855713,7.40412163734436,,,1.423736572265625,1.438889980316162,,,1.549379587173462,,,,1.5121674537658691,,,,,1.7982065677642822,,,,1.4217932224273682,1.4287965297698977,,,,,1.565260887145996,,,,,4.78688645362854,,,,,1.5304160118103027,,3.730205774307251,,,,1.4521937370300293,,,1.413550853729248,,,,,5.163909196853638,1.5191802978515625,3.0524585247039795,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.9237656593322754,,0.9931750297546388,,1.0341594219207764,,,,,1.198700189590454,,,1.37080717086792,,,1.5736513137817385,9.258795022964478,,,2.144320011138916,2.1955113410949707,,,2.5675323009490967,,,,2.5365352630615234,,,,,2.033209800720215,,,,2.095497369766236,2.3191123008728027,,,,,2.428045749664306,,,,,2.9445621967315674,,,,,2.1555562019348145,,4.307538747787476,,,,2.179251194000244,,,2.200923204421997,,,,,2.1743221282958984,2.090122938156128,6.0020833015441895,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,0.995258092880249,,0.9914634227752686,,0.975921392440796,,,,,1.1414048671722412,,,1.3148345947265625,,,1.4192018508911133,8.998300552368164,,,2.18103289604187,2.129185914993286,,,2.4030494689941406,,,,2.248772382736206,,,,,3.148934841156006,,,,2.15340256690979,2.335478544235229,,,,,2.223666191101074,,,,,6.578912258148193,,,,,2.642526626586914,,2.1981396675109863,,,,2.3808419704437256,,,2.122065544128418,,,,,2.171377182006836,2.5527729988098145,6.793162822723389,
