,20_letter_local_2,38_thyroid_local_1,24_mnist_local_3,30_satellite_local_1,33_skin_local_1,28_pendigits_local_3,9_census_local_3,22_magic.gamma_local_1,35_SpamBase_local_2,44_Wilt_local_1,22_magic.gamma_local_3,27_PageBlocks_local_1,36_speech_local_2,25_musk_local_3,7_Cardiotocography_local_1,35_SpamBase_local_1,1_ALOI_local_1,11_donors_local_2,5_campaign_local_2,38_thyroid_local_2,12_fault_local_3,27_PageBlocks_local_2,41_Waveform_local_3,28_pendigits_local_1,32_shuttle_local_3,23_mammography_local_1,47_yeast_local_1,23_mammography_local_3,3_backdoor_local_2,23_mammography_local_2,40_vowels_local_3,7_Cardiotocography_local_2,36_speech_local_1,36_speech_local_3,28_pendigits_local_2,41_Waveform_local_1,1_ALOI_local_3,26_optdigits_local_1,47_yeast_local_3,2_annthyroid_local_2,30_satellite_local_2,3_backdoor_local_1,30_satellite_local_3,25_musk_local_2,12_fault_local_2,26_optdigits_local_2,8_celeba_local_1,35_SpamBase_local_3,5_campaign_local_1,31_satimage-2_local_2,20_letter_local_1,40_vowels_local_2,27_PageBlocks_local_3,5_campaign_local_3,32_shuttle_local_2,19_landsat_local_3,20_letter_local_3,47_yeast_local_2,24_mnist_local_2,2_annthyroid_local_3,3_backdoor_local_3,1_ALOI_local_2,38_thyroid_local_3,12_fault_local_1,9_census_local_2,44_Wilt_local_2,19_landsat_local_2,7_Cardiotocography_local_3,33_skin_local_3,44_Wilt_local_3,40_vowels_local_1,33_skin_local_2,11_donors_local_3,11_donors_local_1,41_Waveform_local_2,31_satimage-2_local_1,8_celeba_local_2,32_shuttle_local_1,19_landsat_local_1,2_annthyroid_local_1,9_census_local_1,26_optdigits_local_3,22_magic.gamma_local_2,31_satimage-2_local_3,25_musk_local_1,8_celeba_local_3,24_mnist_local_1
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.49470852017937217,,,,,,,,0.20458233890214797,,,,0.00811455847255369,,,,,0.791217183770883,0.5134128878281623,0.48439140811455844,,0.7856801909307876,,,,,,,0.1229594272076372,0.5161336515513127,,0.6089552238805971,,,0.36381861575179,,,,,0.32381861575178994,0.7575178997613365,,,0.46014319809069215,0.5422025129342203,0.23933174224343676,,,,0.21766109785202867,,0.7234714003944773,,,0.49078758949880674,,,0.503000968054211,0.07608591885441529,,,0.46673031026252987,,,0.12725536992840097,0.40649164677804295,0.46272076372315035,,,,,0.48381861575178997,,,0.08830548926014317,,0.36248210023866345,,,,,,0.517708830548926,,,,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",1.0,,,,,,,,0.9979539641943734,,,,,,,,,0.9570070276973957,1.0,0.971563981042654,,0.9017815646785439,,,,,,,,0.9265785609397945,,0.9877551020408163,,,0.9960658370132477,,,,,0.9493941553813257,0.9735491071428573,,,,0.9727748691099476,,,,,0.9998511904761904,,0.9979096989966555,,,0.9783565663976523,,,0.9157673860911271,1.0,,,0.9995280792826804,,,,0.9014989293361885,0.9945496535796766,,,,,0.87434554973822,,,1.0,,,,,,,,0.9816647487533563,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.996727060668825,,,,,,,,0.9963976053907189,,,,1.0,,,,,0.9436945563080638,0.9991592665797073,0.34124731574780276,,0.4746100785481969,,,,,,,1.0,0.9419276490792374,,0.2320601415029208,,,0.9687240332420071,,,,,0.22748662857924026,0.24986358018010835,,,1.0,0.9381697566219767,0.9991540262358952,,,,0.9195753043101828,,0.9195182630549039,,,0.19750616594801806,,,0.881313554914351,1.0,,,0.9986238401467297,,,1.0,0.39888847750924183,0.963105701152306,,,,,0.6901538496590929,,,0.9989826897773423,,0.9997862851088796,,,,,,0.23059221581102865,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9991031390134529,,,,,,,,0.9958949880668257,,,,1.0,,,,,0.9315513126491647,0.9990453460620525,0.9844391408114559,,0.8875417661097853,,,,,,,1.0,0.9308830548926015,,0.9974219810040705,,,0.9662052505966587,,,,,0.985107398568019,0.8449642004773271,,,1.0,0.9226903178122691,0.9995226730310263,,,,0.9827207637231503,,0.9416173570019724,,,0.9248687350835323,,,0.9380445304937077,1.0,,,0.9985680190930788,,,1.0,0.935560859188544,0.9853937947494034,,,,,0.8979474940334129,,,0.9990453460620525,,1.0,,,,,,0.9193317422434368,,,,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.2825150732127476,,,,,,,,0.2512787723785166,,,,,,,,,0.7794543199669285,1.0,0.4609004739336493,,0.8730441518202943,,,,,,,,0.893906020558003,,0.6936374549819929,,,0.2228020875150542,,,,,0.6668567355666429,0.7146205357142856,,,,0.4168848167539267,,,,,0.6272321428571428,,0.9987458193979932,,,0.45436537050623627,,,0.4970023980815348,0.9798194370685077,,,0.17099260657542864,,,,0.6164168451106353,0.4652193995381062,,,,,0.7362129144851658,,,1.0,,,,,,,,0.3626390487149981,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9943847654286231,,,,,,,,0.9899025409971463,,,,1.0,,,,,0.5424692272201685,0.22815351928959166,0.6869751254549701,,0.7864892544471722,,,,,,,1.0,0.8660675206908139,,0.26788278602055715,,,0.48152380084415103,,,,,0.8885693291790318,0.8924519682617438,,,0.45171330762526984,0.8502345394346909,0.19632059512078426,,,,0.9132048689629244,,0.8060136394228337,,,0.7466166175859102,,,0.8281324238184443,0.7295640831391937,,,0.38825411110668084,,,0.5583221786159795,0.5725344467165259,0.6673457088989012,,,,,0.7043739782753572,,,0.47476603573686643,,0.9239070180734901,,,,,,0.7766410535369473,,,,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9992921635263127,,,,,,,,0.9988557823206748,,,,1.0,,,,,0.9834532726516709,0.9998163601255404,0.9956142879113242,,0.9711906402902695,,,,,,,1.0,0.9777861825804137,,0.998769719921424,,,0.9985687026161846,,,,,0.9942151161134877,0.9959551381001475,,,1.0,0.9919403870515222,0.9995226730310263,,,,0.9999999999999999,,1.0,,,0.9865838084768257,,,0.9871838244045249,1.0,,,0.9995226730310263,,,1.0,0.9778884832052677,0.9996101639885852,,,,,0.9534732657025193,,,1.0,,1.0,,,,,,0.9941269416328228,,,,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",1.0,,,,,,,,0.039386189258312,,,,,,,,,0.9205250103348491,1.0,0.3821545752825374,,0.8666150271107669,,,,,,,,0.9586086637298091,,0.9398559423769507,,,0.9608992372541149,,,,,0.8757662152530292,0.6992745535714286,,,,0.955890052356021,,,,,0.9995535714285714,,0.9987458193979933,,,0.9706529713866472,,,0.9383992805755397,1.0,,,0.9995280792826805,,,,0.39503925767309067,0.9840184757505773,,,,,0.9095113438045376,,,1.0,,,,,,,,0.9328730341388569,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9935602968087032,,,,,,,,0.9914814793718423,,,,1.0,,,,,0.9066232249759343,0.9992636177738792,0.8110067725747745,,0.8545355745296506,,,,,,,1.0,0.8026137923570724,,0.9475978010527111,,,0.9694494790984329,,,,,0.981245948701591,0.8106735550606342,,,0.9986894583648988,0.849371438685159,0.9996252014969156,,,,0.9473608603277494,,0.8613960762344924,,,0.8075285513297372,,,0.8282120797796622,1.0,,,0.9968569329179031,,,1.0,0.6792089359254049,0.9076808630618417,,,,,0.7626939924015014,,,0.9634155649603272,,0.9985882969452213,,,,,,0.7781343236823668,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.8542267087614872,,,,,,,,0.65121490536053,,,,,,,,,0.8239226251844088,0.536717380283776,0.7600068352310593,,0.811731079226024,,,,,,,0.7084678259978012,0.811355825040869,,0.7235225132509403,,,0.7987496083982206,,,,,0.7804447457009245,0.8290542888226884,,,0.7799800639094103,0.71149573721095,0.8861683403489384,,,,0.23672125358137625,,0.7931843734074049,,,0.8733995591275967,,,0.20954812578894544,0.9477446585517285,,,0.641221114028742,,,,0.6045583016729228,0.6251378153462329,,,,,0.6660048644061038,,,0.8748763107979562,,0.9559569608284301,,,,,,0.6977950683807908,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9862148846749382,,,,,,,,0.8065392655544227,,,,0.9956234015527367,,,,,0.8571074441362262,0.9587851515997289,0.5563178610283604,,0.1590328148051105,,,,,,,0.9556069969981944,0.697650389323369,,0.729092142592821,,,0.814334163054437,,,,,0.744960213259209,0.2621582242069708,,,0.6970864827609777,0.6506206404535322,0.7892746111038328,,,,0.7715139467193739,,0.561075903816004,,,0.7461730110901623,,,0.6028691140101716,0.9467095767283166,,,0.8321702428215834,,,0.9698668838751203,0.5539414790300807,0.5395009142121542,,,,,0.646363600116199,,,0.9830643480043973,,0.7715130353552326,,,,,,0.7480880149919401,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9467264573991031,,,,,,,,0.9877804295942721,,,,1.0,,,,,0.8956563245823388,0.9987589498806682,0.6644391408114558,,0.8289260143198091,,,,,,,1.0,0.7993317422434368,,0.9131614654002713,,,0.8493556085918854,,,,,0.9202863961813843,0.7856801909307876,,,0.9973269689737471,0.8489283074648929,0.9989498806682577,,,,0.8564200477326969,,0.8374753451676529,,,0.806873508353222,,,0.8056147144240077,0.9988544152744631,,,0.9921718377088306,,,1.0,0.5787112171837709,0.8353221957040573,,,,,0.7010978520286396,,,0.915035799522673,,0.9994272076372315,,,,,,0.7536992840095466,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.6410762331838565,,,,,,,,0.5,,,,0.6035799522673031,,,,,0.5054415274463008,0.6975178997613365,0.2586157517899762,,0.19565632458233892,,,,,,,0.4234844868735084,0.5,,0.737584803256445,,,0.5,,,,,0.2915990453460621,0.7319331742243437,,,0.5929355608591885,0.5265336289726533,0.8122195704057279,,,,0.7526491646778043,,0.7193293885601578,,,0.24548926014319808,,,0.747918683446273,0.6485918854415273,,,0.7324582338902148,,,,0.5804295942720763,0.5655847255369928,,,,,0.4987112171837709,,,0.7481622911694511,,0.6140811455847255,,,,,,0.43732696897374695,,,,
