,20_letter_local_2,38_thyroid_local_1,24_mnist_local_3,30_satellite_local_1,33_skin_local_1,28_pendigits_local_3,9_census_local_3,22_magic.gamma_local_1,35_SpamBase_local_2,44_Wilt_local_1,22_magic.gamma_local_3,27_PageBlocks_local_1,36_speech_local_2,25_musk_local_3,7_Cardiotocography_local_1,35_SpamBase_local_1,1_ALOI_local_1,11_donors_local_2,5_campaign_local_2,38_thyroid_local_2,12_fault_local_3,27_PageBlocks_local_2,41_Waveform_local_3,28_pendigits_local_1,32_shuttle_local_3,23_mammography_local_1,47_yeast_local_1,23_mammography_local_3,3_backdoor_local_2,23_mammography_local_2,40_vowels_local_3,7_Cardiotocography_local_2,36_speech_local_1,36_speech_local_3,28_pendigits_local_2,41_Waveform_local_1,1_ALOI_local_3,26_optdigits_local_1,47_yeast_local_3,2_annthyroid_local_2,30_satellite_local_2,3_backdoor_local_1,30_satellite_local_3,25_musk_local_2,12_fault_local_2,26_optdigits_local_2,8_celeba_local_1,35_SpamBase_local_3,5_campaign_local_1,31_satimage-2_local_2,20_letter_local_1,40_vowels_local_2,27_PageBlocks_local_3,5_campaign_local_3,32_shuttle_local_2,19_landsat_local_3,20_letter_local_3,47_yeast_local_2,24_mnist_local_2,2_annthyroid_local_3,3_backdoor_local_3,1_ALOI_local_2,38_thyroid_local_3,12_fault_local_1,9_census_local_2,44_Wilt_local_2,19_landsat_local_2,7_Cardiotocography_local_3,33_skin_local_3,44_Wilt_local_3,40_vowels_local_1,33_skin_local_2,11_donors_local_3,11_donors_local_1,41_Waveform_local_2,31_satimage-2_local_1,8_celeba_local_2,32_shuttle_local_1,19_landsat_local_1,2_annthyroid_local_1,9_census_local_1,26_optdigits_local_3,22_magic.gamma_local_2,31_satimage-2_local_3,25_musk_local_1,8_celeba_local_3,24_mnist_local_1
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.005113380061771349,,,,,,,,0.0017394069294822058,,,,0.0014404648293754924,,,,,0.016256219196469412,0.003288113033876138,0.007171096289665063,,0.04132088537919866,,,,,,,0.0015541904510199191,0.003086419682767557,,0.05267550749918484,,,0.0022163935215243646,,,,,0.021620637903722897,0.011007909051093464,,,0.0027073956327315868,0.007343279223885562,0.023610592920941764,,,,0.003832549105268001,,0.12304471220893695,,,0.06882671239521233,,,0.006173018964381186,0.00150228805270242,,,0.05198425257629739,,,0.0015561583237193762,0.004759137887150822,0.0031403458722401726,,,,,0.0027855369242365943,,,0.0015158416559315551,,0.002920288070044023,,,,,,0.011023057345061753,,,,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",1.0,,,,,,,,0.3654761904761905,,,,,,,,,0.024327837195484255,1.0,0.02990690030175961,,0.06103013990990687,,,,,,,,0.08969271469271468,,0.12253945249597424,,,0.22055555555555556,,,,,0.02006078595898935,0.40423728813559323,,,,0.06330757938989645,,,,,0.9166666666666665,,0.3666666666666667,,,0.047707654995521695,,,0.053022678660976534,1.0,,,0.6388888888888888,,,,0.030388484738774472,0.22184829059829062,,,,,0.06693878291866164,,,1.0,,,,,,,,0.056359577117387205,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9922820252607253,,,,,,,,0.9922940823516614,,,,1.0,,,,,0.9272080873219981,0.9975734540436776,0.48199190954316923,,0.49643559335277393,,,,,,,1.0,0.9080753826665444,,0.358425624696739,,,0.937770937470516,,,,,0.4080726215984152,0.36798384324033645,,,1.0,0.9014306279958826,0.997230509116737,,,,0.939124209276371,,0.8287311400267772,,,0.3467920741221964,,,0.766447527452759,1.0,,,0.9952846139940625,,,1.0,0.4703375363585215,0.9537345944223744,,,,,0.7848992090774379,,,0.9968384984115407,,0.9997185011647607,,,,,,0.3564252126047289,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.71,,,,,,,,0.24433066933066933,,,,1.0,,,,,0.02171759433015702,0.5628571428571428,0.09200814104906177,,0.06954439869074015,,,,,,,1.0,0.061969484763602416,,0.63,,,0.04000798600798601,,,,,0.0893190133037694,0.27897725589075933,,,1.0,0.02625473863156165,0.71,,,,0.07184049554781263,,0.0470124375571529,,,0.02986533784410275,,,0.047106030376607294,1.0,,,0.46928571428571425,,,1.0,0.031641085678521134,0.3993149146451033,,,,,0.054390094315709986,,,0.5628571428571428,,1.0,,,,,,0.01646940038090212,,,,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.001199040767386091,,,,,,,,0.001633401715624047,,,,,,,,,0.004707006410961512,1.0,0.0026636147115787568,,0.0673266426662439,,,,,,,,0.42025973042556414,,0.041271434397816706,,,0.0014625622964716586,,,,,0.03247638732498857,0.0063952367317756595,,,,0.003352768820755657,,,,,0.00540844832877887,,0.7,,,0.008651046119617551,,,0.0061218687034490585,0.02564102564102564,,,0.0011181211786519601,,,,0.01314930949539616,0.003310242277858218,,,,,0.016406508062426065,,,1.0,,,,,,,,0.0020602945842940167,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9923891133338205,,,,,,,,0.9780521964303134,,,,0.9999999999999999,,,,,0.5437895552286202,0.4406942253924907,0.7641963797310813,,0.8365344685662988,,,,,,,1.0,0.8605487129613645,,0.5251492364388941,,,0.6194434866558762,,,,,0.8664700957620434,0.8957322744234811,,,0.6163806524404472,0.8498688091675157,0.48099347076014887,,,,0.9327436305199879,,0.7902326500127459,,,0.8084222601665961,,,0.8278717667201485,0.7235331813702086,,,0.5328079128799782,,,0.6963870354358181,0.6938219228308753,0.7500606221970303,,,,,0.7752771323550642,,,0.6683362349853736,,0.927314242179146,,,,,,0.762152849944833,,,,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9992064243012003,,,,,,,,0.9981175857451626,,,,1.0,,,,,0.9819946350851037,0.9998165352708667,0.9936557081702208,,0.9641930690451292,,,,,,,1.0,0.9770398603311209,,0.9975399787837917,,,0.9972992418230903,,,,,0.9909836497021512,0.9929292215446863,,,1.0,0.9895787080745121,0.9989176985401974,,,,1.0,,1.0,,,0.9790261659234025,,,0.9800480087503631,1.0,,,0.9989216235900938,,,1.0,0.9616100018629712,0.9995209634826334,,,,,0.9544844987734136,,,1.0,,1.0,,,,,,0.9896425947647962,,,,
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",1.0,,,,,,,,0.001302675728140793,,,,,,,,,0.012313675470188074,1.0,0.003104723379256668,,0.05621659942312116,,,,,,,,0.2835701856148492,,0.02731665843417718,,,0.04143154360390191,,,,,0.011363735308683173,0.005025877859830946,,,,0.07631388513410614,,,,,0.8333333333333333,,0.7,,,0.09337081506892828,,,0.07602945082855143,1.0,,,0.6388888888888888,,,,0.002198035506910332,0.13525230299829843,,,,,0.2951211690643933,,,1.0,,,,,,,,0.031586187457512835,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9906202106112305,,,,,,,,0.9814504922724292,,,,1.0,,,,,0.8912497022653291,0.9976781449592294,0.8137143148559833,,0.8492008897972863,,,,,,,1.0,0.8250835695349512,,0.9263263038158266,,,0.9139593064996916,,,,,0.9578418531389543,0.7824592646582541,,,0.998434044554601,0.8083160335996683,0.9992722716653195,,,,0.9568794228355939,,0.82562280320986,,,0.8341405191493579,,,0.8235016639133025,1.0,,,0.9962780366132393,,,1.0,0.7113867452600484,0.8964141602255018,,,,,0.821043642378295,,,0.9651589164751092,,0.9983366275792402,,,,,,0.7396883776319221,,,,
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.8979698123923737,,,,,,,,0.6152607889828063,,,,,,,,,0.7135398783512091,0.6702610994684983,0.7934186933319883,,0.798645713041739,,,,,,,0.7250669209529927,0.8205933274250428,,0.7761039117795036,,,0.7431355077441264,,,,,0.8042743942319155,0.8340119791253624,,,0.827852863589416,0.5937819024888061,0.8542640641252034,,,,0.38894697179585136,,0.7585198495635286,,,0.8263087943956458,,,0.3490836167135112,0.9396896739304795,,,0.6551831514906992,,,,0.6351733540132849,0.5389031595036332,,,,,0.6971977154492706,,,0.8792143698985023,,0.9453633116220821,,,,,,0.7087288761868529,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9797408977486783,,,,,,,,0.7866806245611558,,,,0.9932168077680517,,,,,0.847537310822793,0.9319877299823133,0.6770510834630169,,0.39802516668282356,,,,,,,0.9465906191129857,0.7729168080445614,,0.7958081195032909,,,0.8002688859504855,,,,,0.8116107317917939,0.4422383968216823,,,0.701089032275498,0.7127960427539638,0.884939209115759,,,,0.8509611444833101,,0.7002640909563072,,,0.7644279744828908,,,0.5971750172379395,0.9316896406541635,,,0.8299697504013166,,,0.9486633595492986,0.6490988830345636,0.5902928141461565,,,,,0.6859691277597793,,,0.9780527277672919,,0.8505750453878241,,,,,,0.7724238893180072,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.29170336199063396,,,,,,,,0.22125055629728524,,,,1.0,,,,,0.21529245525122917,0.5722222222222222,0.07672793302902318,,0.035454561508407666,,,,,,,1.0,0.042452737154443906,,0.05103193863474409,,,0.05563322103927438,,,,,0.026753425448727088,0.018682296723062763,,,0.7170370370370369,0.041535236434525925,0.5449999999999999,,,,0.6038201499758103,,0.1984074419110697,,,0.023287510074056616,,,0.042348863683404396,0.8588235294117648,,,0.6852272727272727,,,1.0,0.026184299873689233,0.11142370536672623,,,,,0.14725555694382875,,,0.4571905495634309,,0.8211111111111111,,,,,,0.10501910220385512,,,,
